,馬名,年月日,競馬場,R,レース名,距離,天候馬場,馬番,人気,着順,タイム,差/事故,上3F,コーナー通過順,体重,騎手,負担重量,調教師,獲得賞金（円）
12,ステラライト,18/4/5,川崎☆,6,菜の花（なのはな）特別 ３歳(一),1500,曇/良,10,7,5/11,1:38.6,0.8,40.6,3-3-4,489,坂井英,56.0,佐藤太,"200,000"
13,ステラライト,17/12/5,船橋,1, ２歳(二),1500,晴/良,8,3,2/9,1:38.4,0.4,40.0,2-1-2,482,中野省,55.0,佐藤太,"525,000"
14,ステラライト,17/10/24,船橋,1,シーサイドジュニア特別 ２歳(一),1600,曇/重,2,2,4/6,1:47.2,0.8,41.1,4-4-4,478,中野省,55.0,佐藤太,"375,000"
15,ステラライト,17/9/25,船橋,2, ２歳(三),1500,晴/重,1,3,1/9,1:41.6,0.0,43.3,2-2-2,479,中野省,54.0,佐藤太,"1,500,000"
16,ステラライト,17/7/24,船橋,3,リアトリスデビュー ２歳,1000,曇/良,5,2,3/8,1:05.0,0.7,39.6,5-4,476,中野省,54.0,佐藤太,"500,000"
0,クリスタルバブルス,19/10/25,川崎☆,10,よこすか海軍カレー記念 Ｂ２(二),1600,曇/不良,4,8,3/12,1:44.3,1.2,41.1,2-2-1,475,本橋孝,56.0,小久智,"650,000"
1,クリスタルバブルス,19/9/3,川崎☆,10,処暑（しょしょ）特別 Ｂ２(二),1500,雨/重,7,2,7/12,1:36.5,0.9,41.1,2-1-1,470,笹川翼,56.0,小久智,0
2,クリスタルバブルス,19/8/23,川崎☆,11,第７２回　秦野たばこ祭記念 Ｂ２Ｂ３(一),1500,曇/重,12,8,4/13,1:35.7,0.2,40.1,5-5-5,470,笹川翼,57.0,小久智,"390,000"
3,クリスタルバブルス,19/6/12,川崎☆,12,桔梗（ききょう）特別 Ｂ１(二)Ｂ２(一),1600,曇/重,6,3,9/14,1:45.2,1.1,41.4,2-1-5,472,笹川翼,55.0,小久智,0
4,クリスタルバブルス,19/5/30,浦和,10,マルチメモリアル特別 Ｂ２Ｂ３,2000,晴/良,5,2,3/12,2:10.0,0.7,39.5,3-5-3,476,笹川翼,57.0,小久智,"900,000"
5,クリスタルバブルス,19/4/17,船橋☆,9,サッポロビールを飲もう☆スクラッチ賞 Ｂ２(三),1600,曇/稍重,3,8,1/14,1:44.0,0.0,40.2,1-1-1,474,笹川翼,57.0,小久智,"2,600,000"
6,クリスタルバブルス,19/2/14,浦和,11,如月（きさらぎ）特別 Ａ２(下),2000,晴/良,5,6,11/11,2:12.7,3.2,41.3,2-6-11,474,左海誠,53.0,小久智,0
7,クリスタルバブルス,19/1/30,川崎,10,猛虎（もうこ）特別 Ｂ２(二)Ｂ３(一),1500,晴/良,13,4,11/13,1:37.7,2.3,41.7,4-4-6,473,左海誠,57.0,小久智,0
8,クリスタルバブルス,18/11/20,浦和,10,霜月（しもつき）特別 Ｂ１(以下),1900,晴/稍重,6,4,3/11,2:02.1,0.5,39.0,3-3-3,475,繁田健,55.0,小久智,"700,000"
9,クリスタルバブルス,18/8/26,小倉,4,障害３歳,2860/芝,晴/良,8,6,7/11,3:12.1,1.7,-,7-6-7,466,熊澤重,60.0,加用正,0
10,クリスタルバブルス,18/8/4,新潟,4,障害３歳,2850/芝,晴/良,5,7,7/14,3:08.2,3.2,-,6-5-5,470,熊澤重,60.0,加用正,0
11,クリスタルバブルス,18/6/16,東京,4,障害３歳,3000/芝,曇/重,11,8,7/14,3:27.5,2.4,-,3-5-4,460,熊澤重,60.0,加用正,0
12,クリスタルバブルス,18/5/5,京都,7,４歳上,1900,晴/良,3,13,7/14,2:01.3,2.0,39.2,11-14-12,456,荻野極,56.0,加用正,0
13,クリスタルバブルス,18/4/14,阪神,7,４歳上,1800,曇/良,7,10,10/16,1:54.8,1.6,39.3,2-2-3,456,富田暁,54.0,加用正,0
14,クリスタルバブルス,18/3/25,中京,8,４歳上,1800,晴/良,11,12,7/12,1:54.4,0.5,37.7,5-10-10,458,川又賢,54.0,加用正,0
15,クリスタルバブルス,18/3/3,阪神,8,４歳上,1800,曇/良,5,4,10/10,1:56.8,3.6,41.6,3-3-5,464,松山弘,57.0,加用正,0
16,クリスタルバブルス,18/2/17,小倉,8,４歳上,1700,晴/稍重,6,11,7/16,1:46.9,1.7,37.9,15-11-10,462,吉田隼,56.0,加用正,0
17,クリスタルバブルス,17/12/16,中京,7,３歳上,1800,曇/良,9,4,7/15,1:55.5,1.1,38.7,1-1-1,464,藤田菜,53.0,加用正,0
18,クリスタルバブルス,17/12/3,中京,7,３歳上,1800,晴/良,5,7,10/16,1:54.5,1.0,39.1,1-1-1,462,岩田康,56.0,加用正,0
19,クリスタルバブルス,17/9/23,阪神,6,３歳,1800,曇/良,16,2,1/15,1:54.1,0.2,38.1,2-2-2,456,岩田康,56.0,加用正,"5,000,000"
20,クリスタルバブルス,17/9/2,札幌,3,３歳,1700,曇/良,14,3,2/14,1:46.5,0.0,37.8,2-2-2,454,岩田康,56.0,加用正,"2,000,000"
21,クリスタルバブルス,17/8/27,札幌,4,３歳,1700,晴/良,13,5,2/13,1:47.2,2.5,39.0,2-4-3,452,内田博,56.0,加用正,"2,000,000"
22,クリスタルバブルス,17/8/19,札幌,6,３歳,1700,晴/良,7,5,4/14,1:47.7,1.8,39.0,10-12-12,452,内田博,56.0,加用正,"750,000"
23,クリスタルバブルス,17/7/30,札幌,4,３歳,1500/芝,晴/良,14,7,13/14,1:30.6,2.0,37.5,5-4-4,450,丸山元,56.0,加用正,0
24,クリスタルバブルス,17/6/18,阪神,3,３歳,1400/芝,曇/良,18,10,8/18,1:21.3,0.6,35.8,1-1,458,川須栄,56.0,加用正,0
25,クリスタルバブルス,17/6/3,阪神,2,３歳,1400,晴/稍重,9,3,5/16,1:26.2,1.2,38.8,1-1,454,高倉稜,56.0,加用正,"500,000"
26,クリスタルバブルス,17/3/25,阪神,4,３歳,1400/芝,晴/良,14,4,12/18,1:23.5,1.2,37.1,2-2,462,高倉稜,56.0,加用正,0
27,クリスタルバブルス,17/3/4,阪神,5,３歳,1600/芝,晴/良,10,9,4/16,1:36.1,0.5,35.0,1-1,456,高倉稜,56.0,加用正,"750,000"
28,クリスタルバブルス,17/2/19,小倉,1,３歳,1700,晴/良,1,7,3/16,1:48.5,0.4,38.6,1-1-1,460,高倉稜,56.0,加用正,"1,300,000"
29,クリスタルバブルス,17/1/28,中京,2,３歳,1400,晴/良,13,7,5/16,1:28.1,1.0,39.6,3-3,464,高倉稜,56.0,加用正,"500,000"
30,クリスタルバブルス,16/12/18,阪神,1,２歳,1400,晴/良,10,5,6/13,1:27.4,1.2,39.6,3-3,458,松山弘,55.0,加用正,0
31,クリスタルバブルス,16/12/11,阪神,1,２歳,1400,晴/良,10,2,6/15,1:27.0,0.6,39.0,5-6,456,戸崎圭,55.0,加用正,0
32,クリスタルバブルス,16/11/13,京都,3,２歳,1400/芝,晴/良,3,6,13/18,1:23.3,1.4,36.5,4-5,452,武　豊,55.0,加用正,0
33,クリスタルバブルス,16/9/4,札幌,1,２歳,1500/芝,晴/良,5,1,4/13,1:31.7,0.5,36.0,1-1-2,450,福永祐,54.0,加用正,"750,000"
34,クリスタルバブルス,16/8/7,札幌,1,２歳,1500/芝,晴/良,4,2,2/11,1:32.4,0.2,34.8,2-3-3,446,福永祐,54.0,加用正,"2,000,000"
35,クリスタルバブルス,16/7/10,中京,1,２歳,1600/芝,晴/重,7,8,2/13,1:37.6,0.2,36.0,4-3-3,444,武　豊,54.0,加用正,"2,000,000"
36,クリスタルバブルス,16/6/26,阪神,5,２歳,1800/芝,晴/稍重,4,6,6/15,1:52.7,1.3,36.4,7-7,446,武　豊,54.0,加用正,0
0,ディフィーノ,19/10/25,川崎,4,アンドロメダ賞 Ｃ３,2000,雨/不良,6,3,1/11,2:16.9,1.2,42.2,1-1-1,445,濱田達,54.0,山中尊,"900,000"
1,ディフィーノ,19/9/27,船橋☆,9,乗馬と秋は相性バッチリ！クレイン千葉杯 Ｃ３,1600,曇/良,10,10,5/14,1:46.4,0.7,41.1,13-1-1,450,澤田龍,54.0,山中尊,"90,000"
2,ディフィーノ,19/9/12,浦和,6, Ｃ３(四)(五),1500,晴/稍重,11,5,2/12,1:38.8,0.2,40.7,1-1-2,452,濱田達,54.0,山中尊,"280,000"
3,ディフィーノ,19/9/2,船橋☆,8, Ｃ３特選一,1600,晴/稍重,2,10,5/13,1:46.3,1.2,41.4,9-9-8,447,濱田達,54.0,山中尊,"90,000"
4,ディフィーノ,19/8/10,船橋☆,8,ペリドット賞 Ｃ３,1600,晴/良,13,6,6/14,1:46.6,1.8,41.9,6-8-8,444,臼井健,52.0,山中尊,0
5,ディフィーノ,19/7/16,船橋,3, Ｃ３(二)(三),1500,小雨/不良,4,11,4/12,1:38.4,1.2,40.6,6-6-7,454,濱田達,54.0,山中尊,"120,000"
6,ディフィーノ,19/7/3,川崎☆,7, Ｃ３(三)(四)(五),1400,曇/重,9,10,3/12,1:34.3,1.2,41.9,10-7-9,442,濱田達,54.0,山中尊,"200,000"
7,ディフィーノ,19/6/18,船橋,7,ヤングジョッキーズＴＲ船橋　第１戦 Ｃ３,1600,曇/稍重,8,8,10/12,1:48.5,3.3,42.6,8-8-8,440,木幡育,54.0,山中尊,0
8,ディフィーノ,19/5/10,船橋☆,12,薫風賞 Ｃ３,1600,曇/良,5,13,9/14,1:47.2,2.1,41.5,9-7-8,451,濱田達,54.0,山中尊,0
9,ディフィーノ,19/4/19,船橋☆,9,ジルコン賞 Ｃ３,1600,曇/稍重,3,12,7/14,1:47.2,1.2,41.3,10-9-10,447,濱田達,54.0,山中尊,0
10,ディフィーノ,19/3/29,浦和,4, Ｃ３(二),1500,曇/良,7,8,9/11,1:40.1,1.7,40.6,8-6-8,443,濱田達,54.0,山中尊,0
11,ディフィーノ,19/3/15,船橋,2,美深町ふるさと町民賞 Ｃ３,1600,晴/稍重,4,13,12/14,1:48.5,2.5,42.6,8-8-10,446,澤田龍,54.0,山中尊,0
12,ディフィーノ,19/2/22,船橋☆,9,最後の第９Ｒプレミアムポイント３倍賞 Ｃ３,1600,小雨/稍重,11,11,12/14,1:48.9,3.7,43.5,10-10-11,450,濱田達,54.5,山中尊,0
13,ディフィーノ,19/1/31,川崎,5,デンドロビウム賞 Ｃ３,1500,曇/良,2,5,10/13,1:40.1,1.6,41.8,10-8-9,442,濱田達,54.0,山中尊,0
14,ディフィーノ,19/1/17,船橋,2, Ｃ３(二)(三),1500,晴/良,10,11,1/12,1:40.8,0.1,40.6,7-10-10,450,濱田達,54.5,山中尊,"800,000"
15,ディフィーノ,18/12/29,大井,3,ラーメンフェス２０１８＠ＴＣＫ賞 Ｃ２(七)(八),1600,晴/良,1,12,16/16,1:47.4,2.9,42.8,9-10-10,448,仲原大,51.0,山中尊,0
16,ディフィーノ,18/12/10,船橋☆,5, Ｃ２(三),1500,曇/良,3,10,8/10,1:40.3,2.1,42.5,7-9-8,447,濱田達,54.0,山中尊,0
17,ディフィーノ,18/11/22,浦和,6,東毛酪農６３℃賞 Ｃ２(三)(四),1500,曇/稍重,4,9,7/10,1:38.9,1.6,40.4,4-4-7,443,濱田達,54.0,山中尊,0
18,ディフィーノ,18/11/6,船橋☆,4, Ｃ２(三)(四),1500,雨/稍重,7,10,11/11,1:39.6,3.3,41.8,9-9-10,451,濱田達,54.0,山中尊,0
19,ディフィーノ,18/10/23,浦和,5, Ｃ２(六),1500,曇/良,12,10,9/12,1:38.9,3.0,40.5,3-5-9,446,濱田達,54.0,山中尊,0
20,ディフィーノ,18/10/3,船橋☆,8,ジオファーム八幡平５周年記念 Ｃ２(五)(六),1500,曇/稍重,8,6,4/9,1:38.4,1.9,41.8,3-3-3,450,濱田達,54.0,山中尊,"150,000"
21,ディフィーノ,18/9/14,川崎,4,川崎競馬ジャズナイト記念 Ｃ３(一)(二),1500,曇/重,10,6,1/10,1:39.8,0.1,41.1,2-2-2,450,濱田達,54.0,山中尊,"800,000"
22,ディフィーノ,18/9/3,船橋,5, Ｃ３特選一,1600,曇/稍重,5,6,11/12,1:46.7,1.9,41.3,8-9-12,455,澤田龍,54.0,山中尊,0
23,ディフィーノ,18/8/11,船橋,2, Ｃ３特選一,1600,曇/稍重,8,5,4/13,1:46.3,0.7,42.0,7-6-5,451,澤田龍,54.0,山中尊,"135,000"
24,ディフィーノ,18/7/27,船橋,6,馬に乗って夏気分満開！！クレイン千葉杯 Ｃ３,1600,曇/良,4,8,3/13,1:45.8,0.2,40.7,5-6-7,453,澤田龍,54.0,山中尊,"225,000"
25,ディフィーノ,18/7/6,川崎,4, Ｃ３(一)(二)(三),1400,曇/不良,8,5,3/8,1:33.6,1.2,41.6,3-3-2,450,臼井健,54.0,山中尊,"200,000"
26,ディフィーノ,18/6/22,船橋,6,マルヒロピーナッツ賞 Ｃ２(八)(九),1500,晴/重,7,5,4/10,1:39.8,1.9,40.7,4-4-5,459,臼井健,54.0,山中尊,"150,000"
27,ディフィーノ,18/5/31,浦和,5, Ｃ２(十一)(十二)(十三),1400,曇/稍重,12,8,11/12,1:32.6,1.9,40.4,12-11-12,451,臼井健,54.0,山中尊,0
28,ディフィーノ,18/5/14,川崎,3,ハナミズキ賞 Ｃ３,1400,晴/重,2,9,3/11,1:35.9,0.3,41.9,11-6-7,450,臼井健,54.0,山中尊,"225,000"
29,ディフィーノ,18/5/4,船橋,4, Ｃ３特選一,1600,晴/稍重,3,5,5/9,1:47.7,1.9,40.6,7-7-8,448,臼井健,54.0,山中尊,"90,000"
30,ディフィーノ,18/4/13,船橋,4, Ｃ３特選一,1600,晴/良,10,5,9/10,1:48.8,3.0,43.7,4-4-7,446,臼井健,54.0,山中尊,0
31,ディフィーノ,18/3/22,浦和,5, Ｃ３(四)(五),1400,曇/重,6,4,1/8,1:32.4,0.4,39.6,6-2-1,440,臼井健,53.0,山中尊,"800,000"
32,ディフィーノ,18/3/15,船橋,1, Ｃ３(四)(五),1500,晴/稍重,4,7,8/12,1:41.6,1.2,39.5,9-9-10,453,臼井健,53.0,山中尊,0
33,ディフィーノ,18/2/8,船橋,1, Ｃ３(四)(五),1500,晴/稍重,9,9,7/12,1:39.1,1.1,39.8,7-7-8,451,臼井健,53.0,山中尊,0
34,ディフィーノ,18/1/17,船橋,3,地産地消やきとりのキムラ食品杯 Ｃ３(六)(七),1500,曇/良,11,5,8/10,1:41.2,2.6,41.4,8-7-6,440,臼井健,53.0,山中尊,0
35,ディフィーノ,17/12/21,浦和,5, Ｃ２(十),1500,晴/良,11,7,6/12,1:40.1,0.8,40.1,10-7-9,450,臼井健,53.0,山中尊,0
36,ディフィーノ,17/12/8,船橋☆,6, Ｃ３特選一,1600,小雨/良,11,2,3/12,1:47.0,0.3,40.5,3-3-3,448,澤田龍,54.0,山中尊,"180,000"
37,ディフィーノ,17/11/24,浦和,7,武州和牛賞 Ｃ３(一),1400,晴/重,4,5,4/12,1:33.8,0.5,40.6,10-8-6,449,臼井健,53.0,山中尊,"135,000"
38,ディフィーノ,17/10/26,船橋,3,ヤングジョッキーズＴＲ船橋　第１戦 Ｃ３,1600,晴/不良,5,2,7/12,1:47.3,1.2,42.1,10-7-6,451,野中悠,54.0,山中尊,0
39,ディフィーノ,17/10/20,浦和,5, Ｃ３(二)(三),1400,雨/不良,7,5,4/10,1:32.3,0.6,39.2,7-6-4,452,臼井健,53.0,山中尊,"120,000"
40,ディフィーノ,17/9/28,船橋☆,4, Ｃ３(二)(三)(ア),1500,曇/不良,3,5,2/8,1:40.1,0.3,40.3,7-5-5,450,臼井健,53.0,山中尊,"280,000"
41,ディフィーノ,17/9/3,船橋,1, Ｃ３(二)(三)ア,1500,曇/稍重,4,8,5/12,1:41.0,1.9,39.7,11-10-10,451,臼井健,53.0,山中尊,"80,000"
42,ディフィーノ,17/8/23,川崎,3, Ｃ３(三)(四)(五),1400,晴/良,9,10,4/10,1:34.6,1.7,40.8,10-9-10,445,澤田龍,54.0,山中尊,"112,000"
43,ディフィーノ,17/8/8,船橋,1, Ｃ３(三),1500,晴/稍重,3,5,9/12,1:43.9,3.4,42.9,10-8-9,442,濱田達,54.0,山中尊,0
44,ディフィーノ,17/7/24,船橋,1, Ｃ３(三),1500,曇/良,4,10,4/10,1:41.4,0.4,41.0,9-7-7,445,濱田達,54.0,山中尊,"120,000"
45,ディフィーノ,17/6/22,船橋,3, Ｃ３特選一,1600,曇/重,11,10,5/11,1:47.3,1.3,40.8,11-9-10,440,澤田龍,54.0,山中尊,"90,000"
46,ディフィーノ,17/6/16,川崎,5,栗田大介リラックス記念 Ｃ３(一)(二),1500,晴/良,1,8,8/10,1:40.0,2.7,41.1,9-6-8,437,臼井健,53.0,山中尊,0
47,ディフィーノ,17/5/19,川崎,3, Ｃ３(一)(二),1400,晴/稍重,8,6,7/11,1:34.9,1.4,40.6,9-8-7,433,臼井健,53.0,山中尊,0
48,ディフィーノ,17/5/4,船橋,3, Ｃ３(二)(三)(イ),1500,晴/良,2,7,4/11,1:40.9,1.3,40.4,10-10-10,433,澤田龍,54.0,山中尊,"120,000"
49,ディフィーノ,17/4/13,船橋,1, Ｃ３(四)(五),1500,晴/重,2,6,2/6,1:40.8,0.6,39.9,6-6-6,432,臼井健,53.0,山中尊,"280,000"
50,ディフィーノ,17/4/5,川崎,2, Ｃ３(三)(四)(五),1500,晴/稍重,1,6,8/9,1:40.5,2.7,42.1,9-9-9,427,櫻井光,51.0,山中尊,0
51,ディフィーノ,17/3/15,船橋,3, Ｃ３(六)(七),1500,曇/重,2,9,2/11,1:40.4,0.3,40.9,9-7-9,429,臼井健,52.0,山中尊,"240,000"
52,ディフィーノ,17/2/28,川崎,2, Ｃ３(八)(九)(十),1400,晴/良,1,9,5/11,1:33.7,0.6,40.1,8-8-8,432,臼井健,52.0,山中尊,"80,000"
53,ディフィーノ,17/2/8,船橋,1, Ｃ３(八)(九),1500,晴/良,8,9,5/12,1:41.9,2.1,41.5,7-7-7,431,臼井健,52.0,山中尊,"80,000"
54,ディフィーノ,17/1/10,船橋,3, Ｃ３(八)(九),1500,晴/不良,7,8,8/12,1:41.6,4.0,42.1,10-10-10,429,塚本弘,53.0,山中尊,0
55,ディフィーノ,16/12/14,川崎,2, ３歳(五),1400,曇/不良,6,9,8/12,1:36.5,1.5,42.3,5-7-7,423,臼井健,52.0,山中尊,0
56,ディフィーノ,16/12/8,船橋,3, ３歳(三)(四),1500,晴/稍重,5,9,8/12,1:41.5,2.8,42.3,5-7-10,432,臼井健,52.0,山中尊,0
57,ディフィーノ,16/11/24,浦和,3, ３歳選抜馬ア,1400,雪/不良,4,10,3/12,1:32.0,0.1,39.3,6-5-4,434,臼井健,52.0,山中尊,"170,000"
58,ディフィーノ,16/11/11,船橋☆,4, ３歳(六)(七)(八)１００万,1500,小雨/不良,7,10,6/10,1:40.9,2.1,41.9,10-9-9,433,臼井健,52.0,山中尊,0
59,ディフィーノ,16/9/27,金沢,2, Ｃ２(六),1400,晴/良,5,6,1/11,1:34.9,0.0,40.3,3-3-3,444,中島龍,54.0,加藤義,"200,000"
60,ディフィーノ,16/9/13,金沢,2, ３歳Ｂ(四),1500,曇/不良,9,8,6/10,1:42.1,1.3,40.8,6-4-3,431,中島龍,54.0,加藤義,0
61,ディフィーノ,16/8/30,金沢,2,３Ｂ−３ ３歳Ｂ(三),1400,雨/不良,3,11,6/11,1:34.6,1.8,40.6,9-8-5,444,中島龍,54.0,加藤義,0
62,ディフィーノ,16/8/16,金沢,2,３Ｂ−３ ３歳Ｂ(三),1500,晴/重,3,8,9/11,1:42.6,2.3,41.6,7-6-10,443,中島龍,54.0,加藤義,0
63,ディフィーノ,16/8/2,金沢,4,３Ｂ−１ ３歳Ｂ(一),1400,晴/良,2,10,8/12,1:35.5,1.2,40.6,11-12-11,442,松戸政,54.0,加藤義,0
64,ディフィーノ,16/7/19,金沢,6,３Ｂ−１ ３歳Ｂ(一),1500,晴/良,5,9,9/11,1:44.5,3.4,42.1,8-10-10,442,松戸政,54.0,加藤義,0
65,ディフィーノ,16/7/5,金沢,5,３Ｂ−２ ３歳Ｂ(二),1500,曇/不良,9,7,4/10,1:41.7,1.1,40.6,6-6-4,440,松戸政,54.0,加藤義,"14,000"
66,ディフィーノ,16/6/21,金沢,6,３Ｂ−２ ３歳Ｂ(二),1400,晴/稍重,1,5,8/9,1:35.6,3.1,41.5,6-7-7,442,中島龍,54.0,加藤義,0
67,ディフィーノ,16/6/7,金沢,6,熊本地震被災地復興祈念３Ｂ−１ ３歳Ｂ(一),1500,曇/良,8,3,5/10,1:42.6,0.9,41.6,5-4-5,440,松戸政,54.0,加藤義,"8,000"
68,ディフィーノ,16/5/24,金沢,1,３Ｂ−４ ３歳Ｂ(四),1500,晴/良,8,3,1/9,1:42.3,0.8,41.1,4-3-1,436,中島龍,54.0,加藤義,"200,000"
69,ディフィーノ,16/5/15,金沢,3,３Ｂ二走−３ ３歳Ｂ(二走)(三),1400,晴/良,3,5,4/10,1:35.5,1.8,41.4,3-3-3,433,中島龍,54.0,加藤義,"14,000"
70,ディフィーノ,16/5/8,金沢,7,福島さん、高山さん感謝記念 ３歳Ｂ(四),1500,晴/良,3,3,4/10,1:44.1,1.6,41.2,8-5-4,433,中島龍,54.0,加藤義,"14,000"
71,ディフィーノ,16/4/24,金沢,7,３Ｂ−４ ３歳Ｂ(四),1500,曇/稍重,4,2,2/8,1:43.3,0.6,41.3,3-2-2,431,中島龍,54.0,加藤義,"40,000"
72,ディフィーノ,16/4/10,金沢,5,３Ｂ−４ ３歳Ｂ(四),1400,曇/良,4,6,5/8,1:37.2,2.2,41.3,5-6-6,430,中島龍,54.0,加藤義,"8,000"
73,ディフィーノ,16/4/3,金沢,2,３Ｂ−４ ３歳Ｂ(四),1400,曇/良,7,6,6/8,1:36.2,2.1,41.2,6-6-6,430,中島龍,54.0,加藤義,0
74,ディフィーノ,15/12/15,金沢,4,２−５ ２歳(五),1400,晴/重,8,5,2/9,1:35.2,1.5,40.3,5-4-4,421,塚本弘,52.0,加藤義,"80,000"
75,ディフィーノ,15/4/23,門別,5,ＪＲＡ認定フレッシュチャレンジ ２歳,1000,晴/稍重,3,5,7/7,1:07.3,5.9,41.1,7-7,408,服部茂,54.0,佐藤英,0
0,リニアドライヴ,19/10/25,川崎,5, ３歳(六),1400,曇/不良,4,5,7/9,1:37.1,3.9,44.2,4-2-3,462,伊藤裕,54.0,岩本洋,0
1,リニアドライヴ,19/9/6,川崎,5,川崎競馬ジャズナイト記念 ３歳(六),1400,晴/稍重,1,8,4/11,1:35.9,2.5,40.9,10-7-7,463,中越琉,52.0,岩本洋,"165,000"
2,リニアドライヴ,19/8/23,川崎,1, ３歳(五),1400,曇/稍重,8,5,8/12,1:37.0,2.6,42.2,9-8-9,461,中越琉,52.0,岩本洋,0
0,シェナケープ,19/10/25,川崎,5, ３歳(六),1400,曇/不良,8,8,9/9,1:39.1,5.9,45.3,5-7-9,390,本田紀,54.0,山田正,0
1,シェナケープ,19/9/6,川崎,5,川崎競馬ジャズナイト記念 ３歳(六),1400,晴/稍重,8,11,8/11,1:36.6,3.2,43.0,5-5-5,386,本田紀,54.0,山田正,0
2,シェナケープ,19/8/23,川崎,1, ３歳(五),1400,曇/稍重,7,12,10/12,1:37.1,2.7,42.7,6-7-7,388,本田紀,54.0,山田正,0
3,シェナケープ,19/8/6,川崎,1, ３歳(五),1400,晴/良,4,12,8/12,1:36.6,2.8,42.9,5-5-5,379,本田紀,54.0,山田正,0
4,シェナケープ,19/7/22,川崎,4, ３歳(六),1400,曇/稍重,2,7,5/7,1:37.3,4.0,43.0,5-5-5,382,本田紀,54.0,山田正,"132,000"
5,シェナケープ,19/7/5,川崎,1, ３歳(七),1400,曇/重,1,8,8/8,1:38.6,3.1,44.8,2-2-2,382,本田紀,54.0,山田正,0
6,シェナケープ,19/6/13,川崎,1, ３歳(八),1400,晴/稍重,9,10,9/10,1:38.5,2.5,44.8,4-5-6,377,本田紀,54.0,山田正,0
7,シェナケープ,19/5/16,川崎,1, ３歳(九),1400,晴/良,6,9,10/11,1:39.6,6.7,46.5,3-6-8,377,藤江渉,54.0,山田正,0
8,シェナケープ,19/4/4,川崎,1, ３歳(十),1400,晴/良,1,9,10/10,1:35.9,3.1,43.0,4-6-5,372,櫻井光,52.0,山田正,0
9,シェナケープ,19/3/13,船橋,3,旅うまリレー３月２１日高知でＪｐｎ３賞 ３歳(七),1200,曇/重,7,12,10/12,1:21.5,3.6,41.9,11-10-10,369,櫻井光,53.0,山田正,0
10,シェナケープ,19/3/1,川崎,2, ３歳(八),1400,曇/不良,10,12,8/12,1:37.3,2.2,43.1,9-9-10,374,櫻井光,53.0,山田正,0
11,シェナケープ,19/2/1,川崎,2, ３歳(八),1400,晴/稍重,6,6,9/10,1:40.8,5.7,47.2,3-5-6,378,櫻井光,53.0,山田正,0
12,シェナケープ,19/1/3,川崎,1, ３歳(七),1400,晴/良,2,6,7/7,1:38.2,2.0,43.2,3-3-4,377,櫻井光,53.0,山田正,0
13,シェナケープ,18/12/18,川崎,1, ２歳(八)(ロ),1400,晴/重,3,9,8/9,1:39.0,5.1,45.7,4-4-5,380,櫻井光,53.0,山田正,0
14,シェナケープ,18/11/29,川崎,1, ２歳(六),1400,晴/良,4,9,11/12,1:39.2,5.4,45.3,6-8-8,377,櫻井光,53.0,山田正,0
15,シェナケープ,18/10/19,川崎,1,スパーキングデビュー新馬 ２歳(六)(ロ),1400,曇/良,2,5,5/6,1:37.9,3.6,43.5,3-5-5,388,櫻井光,53.0,山田正,"324,000"
0,クラムチャウダー,19/10/25,川崎☆,8,ＪＢＣ浦和カウントダウン１０ Ｃ２(九)(十)(十一),1400,曇/不良,7,7,4/8,1:33.7,1.4,41.4,8-6-5,439,町田直,56.0,田島寿,"150,000"
1,クラムチャウダー,19/9/2,船橋,6,ステーブルリープリング引退馬を守るクラブ Ｃ２(四)(五)(六),1200,晴/稍重,9,8,7/10,1:17.5,1.2,39.1,10-10-8,447,山口達,56.0,渡邊貴,0
2,クラムチャウダー,19/8/10,船橋☆,9,よみうりランドプールＷＡＩが君を待ってる Ｃ２(六)(七),1200,晴/良,3,7,8/12,1:17.4,1.6,38.0,11-11-11,442,笠野雄,56.0,渡邊貴,0
3,クラムチャウダー,19/7/16,船橋☆,7,東西商会　今月も焼きそばがお得！で賞 Ｃ２(五)(六),1200,小雨/不良,6,6,8/12,1:17.3,1.4,39.1,11-11-10,444,笠野雄,56.0,渡邊貴,0
4,クラムチャウダー,19/6/20,船橋,2, Ｃ２(六)(七),1200,晴/稍重,6,5,3/11,1:16.2,0.7,37.7,11-11-9,444,張田昂,56.0,渡邊貴,"250,000"
5,クラムチャウダー,19/5/28,浦和,4, Ｃ２(五)(六)(七),1500,曇/良,6,5,8/12,1:38.4,1.6,39.3,12-10-10,443,笠野雄,56.0,渡邊貴,0
6,クラムチャウダー,19/5/9,船橋,6,馬に乗り爽快なスタートを！クレイン千葉杯 Ｃ２(六)(七),1200,曇/良,12,4,3/12,1:16.4,0.3,38.1,12-12-12,440,笠野雄,56.0,渡邊貴,"250,000"
7,クラムチャウダー,19/4/17,船橋,6, Ｃ２(六)(七),1200,曇/稍重,11,8,6/11,1:16.5,0.6,37.6,11-11-11,437,張田昂,56.0,渡邊貴,0
8,クラムチャウダー,19/3/15,船橋,5,無敗の１７連勝記念 Ｃ２(八)(九),1200,曇/稍重,8,12,2/12,1:17.0,0.6,38.5,11-11-11,439,笠野雄,56.0,渡邊貴,"400,000"
9,クラムチャウダー,19/2/21,船橋,3, Ｃ２(八)(九)(十)イ,1200,晴/稍重,5,11,12/12,1:18.4,2.8,40.7,6-8-8,442,笠野雄,56.5,渡邊貴,0
